Đường Lê Hồng Phong,70
,897
,1591
Đường Bùi Viện,1673
Phố Tô Hiệu,2010
Phố Tô Hiệu,2212
Phố Cát Cụt,2514
Phố Hai Bà Trưng (Cát Dài),2817
Phố Cam Lộ,2973
,3429
Quốc lộ 5,3661
,4393

