Đường Lê Hồng Phong,79
Phố Lê Lợi,190
Phố Hồ Xuân Hương,607
Phố Lê Chân,1021
Phố Hai Bà Trưng (Cát Dài),1226
Phố Cam Lộ,1384
,1840

