Đường Bùi Viện,82
Đường Võ Nguyên Giáp,393
Phố Hàng Kênh,614
Phố Tô Hiệu,826
Phố Tô Hiệu,1029
Phố Hai Bà Trưng (Cát Dài),1332
Quốc lộ 5,1562
,1892

