Phố Thiên Lôi,85
Vòng xuyến Hồ Sen,197
Phố Hàng Kênh,612
Phố Tô Hiệu,824
Phố Hai Bà Trưng (Cát Dài),1129
Phố Hai Bà Trưng (Cát Dài),1336
,1549

