Đường Chùa Vẽ,70
Đường Đà Nẵng,187
Đường Đà Nẵng,396
Đường Đà Nẵng,1301
,1514
,1715
Phố Trần Quang Khải,2042
Phố Lê Chân,2750
Phố An Kim Hải,2992
,4021

