Phố Đỗ Chính,72
Đường Đà Nẵng,297
Phố Lê Lợi,603
Phố Lý Tự Trọng,1020
Phố Trần Quang Khải,1427
,2230
Phố Hai Bà Trưng (Cát Dài),2333
Phố Mê Linh,2438
Phố Hai Bà Trưng (Cát Dài),2943
Phố Trần Nguyên Hãn,3053
Phố An Kim Hải,3485
,4519

