Phố Bảo Phúc,59
,183
,501
Phố Hàng Kênh,1314
Phố Hồ Sen,1526
Phố Miếu Hai Xã,1836
Phố Tô Hiệu,2553
Phố Hai Bà Trưng (Cát Dài),3162
,3286
Quốc lộ 5,3708
,4033

